"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,10 - 100 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/7167,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,10 - 100 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/1855,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,10 - 100 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/5983,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,10 - 100 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/6959,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,10 - 100 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/8006,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,0 - 10 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/8016,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,0 - 10 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/7241,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,0 - 10 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/7582,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,0 - 10 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/7728,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,0 - 10 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/16719,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-((4R,4aR,8aS)-2,6-bis(3,4-dimethylphenyl)tetrahydro-[1,3]dioxino[5,4-d][1,3]dioxin-4-yl)ethane-1,2-diol",413-110-2,-,Full,Individual,Tonnage Data Confidential,http://echa.europa.eu/registration-dossier/-/registered-dossier/8366,http://echa.europa.eu/substance-information/-/substanceinfo/100.101.238
"(1R)-1-[(4R,4aR,8aS)-2,6-bis(4-chlorophenyl)tetrahydro[1,3]dioxino[5,4-d][1,3]dioxin-4-yl]ethane-1,2-diol",700-591-1,82203-23-4,Full,Individual,10 - 100 tonnes per annum,http://echa.europa.eu/registration-dossier/-/registered-dossier/6659,http://echa.europa.eu/substance-information/-/substanceinfo/100.214.963
"(1R)-2-(benzylamino)-1-[(2S)-6-fluoro-3,4-dihydro-2H-chromen-2-yl]ethanol",600-381-9,1030385-16-0,Intermediate,Individual,Intermediate Use Only,http://echa.europa.eu/registration-dossier/-/registered-dossier/6807,http://echa.europa.eu/substance-information/-/substanceinfo/100.121.975
"(1R)-2-(benzylamino)-1-[(2S)-6-fluoro-3,4-dihydro-2H-chromen-2-yl]ethanol",600-381-9,1030385-16-0,Intermediate,Individual,Intermediate Use Only,http://echa.europa.eu/registration-dossier/-/registered-dossier/6845,http://echa.europa.eu/substance-information/-/substanceinfo/100.121.975
(1R)-2-chloro-1-[(2R)-6-fluorochroman-2-yl]ethanol,807-025-3,1315508-94-1,Intermediate,Individual,Intermediate Use Only,http://echa.europa.eu/registration-dossier/-/registered-dossier/6379,http://echa.europa.eu/substance-information/-/substanceinfo/100.234.393
(1R)-2-chloro-1-[(2S)-6-fluorochroman-2-yl]ethanol,807-026-9,1315508-93-0,Intermediate,Individual,Intermediate Use Only,http://echa.europa.eu/registration-dossier/-/registered-dossier/6848,http://echa.europa.eu/substance-information/-/substanceinfo/100.234.394
(1R)-2-{[2-(4-aminophenyl)ethyl]amino}-1-phenylethanol hydrochloride,700-425-8,521284-22-0,Full,Joint,Tonnage Data Confidential,http://echa.europa.eu/registration-dossier/-/registered-dossier/17195,http://echa.europa.eu/substance-information/-/substanceinfo/100.148.985
"(1R)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-ethanol",252-744-2,35836-73-8,Intermediate,Joint,Intermediate Use Only,http://echa.europa.eu/registration-dossier/-/registered-dossier/5969,http://echa.europa.eu/substance-information/-/substanceinfo/100.047.935
